t y v a
   0.50000   98.77373   -4.90500   98.77375
   1.00000   95.09495   -9.81000   95.09500
   1.50000   88.96368  -14.71500   88.96375
   2.00000   80.37990  -19.62000   80.38000
   2.50000   69.34363  -24.52500   69.34375
   3.00000   55.85485  -29.43000   55.85500
   3.50000   39.91358  -34.33500   39.91375
   4.00000   21.51980  -39.24000   21.52000
   4.50000    0.67353  -44.14500    0.67375
